"id","text","question_id"
"807","C.
To defend himself against accusations of lying, a senator highlights how frequently many senators are dishonest.  (8%)","202"
"808","D.
A mayoral candidate continually stresses how his proposed solutions to the city's problems differ from those proposed by his opponent.  (83%)","202"
"809","A.
encourage candidates to give longer, more thorough responses to questions.  (66%)","203"
"810","B.
ensure questions come from moderators representing multiple political parties.  (28%)","203"
"811","C.
incorporate more questions from professional scholars rather than ordinary citizens.  (2%)","203"
"812","D.
prioritize asking questions to candidates with the widest voter appeal.  (2%)","203"
"813","A.
No, it does not challenge them.  (68%)","204"
"814","B.
Yes, it suggests they are too optimistic.  (10%)","204"
"815","C.
Yes, it reveals they are ineffective.  (15%)","204"
"816","D.
Yes, it shows they are unreliable.  (5%)","204"
"817","A.
scholars should recognize the futility of promoting abstract art to the public.  (2%)","205"
"818","B.
unlike abstract art, representational art expresses an artist's meaning concretely.  (30%)","205"
"819","C.
while the value of any art can be questioned, there is a naturally accepted purpose to representation.  (62%)","205"
"820","D.
the two types of art differ in terms of value rather than goals.  (4%)","205"
"821","A.
For ordinary viewers to value abstract works, scholars must forge connections between such works and people's own experiences.  (58%)","206"
"822","B.
Representational art is superior to abstract art in at least one important respect.  (6%)","206"
"823","C.
Representational art is generally preferred by most people over abstract art.  (15%)","206"
"824","D.
Abstract works of art lack clearly identifiable conditions for judging their success or failure.  (19%)","206"
"825","A.
skeptical of how the passage describes ordinary people's attitudes.  (13%)","207"
"826","B.
biased against the passage idea that ordinary people's views may be reasonable.  (44%)","207"
"827","C.
unsure of the passage claim that art is enriching to ordinary lives.  (12%)","207"
"828","D.
predisposed to favor the passage's recommendations for those in the art world.  (28%)","207"
"829","A.
to demonstrate the clichéd nature of a common reaction to abstract styles.  (23%)","208"
"830","B.
to help explain why the general public dislikes works by Joan Mitchell.  (0%)","208"
"831","C.
to help clarify why abstract art is often underappreciated.  (65%)","208"
"832","D.
to describe why abstract works have less value than representational ones.  (9%)","208"
"833","A.
A painting of animals as they appear from a ground-level vantage point  (84%)","209"
"834","B.
A painting portraying animals as collections of geometric shapes  (2%)","209"
"835","C.
A painting of animals that represent the artist's hidden fears  (7%)","209"
"836","D.
A still life that depicts common objects from multiple perspectives at once  (5%)","209"
"837","A.
art analysis is often viewed with skepticism because it can seem pretentious or phony.  (53%)","210"
"838","B.
an abstract work may seem like ""an indistinct hodgepodge"" that is difficult to make sense of.  (28%)","210"
"839","C.
those in the art world are often frustrated by ordinary people's views of abstract works.  (7%)","210"
"840","D.
with representational art it is generally clear when an artist has done well.  (9%)","210"
"841","A.
show that an artist can use a short-lived moment as a stimulus for a permanent work of art.  (14%)","211"
"842","B.
portray Munch as a writer.  (0%)","211"
"843","C.
depict the circumstances surrounding the artwork's conception.  (83%)","211"
"844","D.
show the appeal of Munch's paintings.  (1%)","211"
"845","A.
combines popular styles.  (2%)","212"
"846","B.
exudes universal appeal.  (51%)","212"
"847","C.
embodies the mood of the times.  (35%)","212"
"848","D.
portrays its subject realistically.  (10%)","212"
"849","A.
To consider aspects of a work of art that may have contributed to its unusualness and popularity  (83%)","213"
"850","B.
To provide evidence that artists with many works are more successful than those with fewer works  (0%)","213"
"851","C.
To support more opportunities for artists to express their personal experiences in their work  (5%)","213"
"852","D.
To show how the existence of multiple versions affects the value of a particular work  (10%)","213"
"853","A.
an unnecessary risk was taken to underscore the ease of the heist.  (74%)","214"
"854","B.
complicated methods were used to steal the painting.  (1%)","214"
"855","C.
the thieves' commentary did not hinder accomplishment of the theft.  (19%)","214"
"856","D.
the thieves' plan to bypass security was very carefully organized.  (4%)","214"
"857","A.
lofty style.  (5%)","215"
"858","B.
tasteless art.  (66%)","215"
"859","C.
cheap workmanship.  (13%)","215"
"860","D.
playful imitation.  (14%)","215"
"861","A.
It would strengthen the passage contention that The Scream is an unusual work of art.  (12%)","216"
"862","B.
It would weaken the passage contention that the standard work of art is singular and separate.  (61%)","216"
"863","C.
It would strengthen the passage inference that only a few paintings have universal appeal.  (19%)","216"
"864","D.
It would weaken the passage inference that there can be more than one version of an artistic vision.  (6%)","216"
"865","A.
To explore the details of an era of change leading to the inevitable development of the telegraph  (14%)","217"
"866","B.
To reveal the socioeconomic factors that made improvements in communication possible  (5%)","217"
"867","C.
To suggest that the many dramatic changes of the period cause people to overlook the telegraph's impact  (77%)","217"
"868","D.
To overcome the notion of the telegraph as a phenomenon that transcended its time  (2%)","217"
"869","A.
that even when two cultures are distinct, their online subcultures tend to be similar.  (80%)","218"
"870","B.
that the development of a subculture is the most significant effect of online communication.  (9%)","218"
"871","C.
that an online subculture is defined solely by a shared language.  (8%)","218"
"872","D.
that the transmission of messages cannot be trusted due to online criminal activity.  (1%)","218"
"873","A.
It adapted to regulations controlling the pace of business.  (8%)","219"
"874","B.
It adapted to an acceleration of foreign communications.  (88%)","219"
"875","C.
It adapted to an increase in the localization of markets.  (2%)","219"
"876","D.
It adapted to a reduction in domestic trade deals.  (0%)","219"
"877","A.
elitist.  (8%)","220"
"878","B.
commonplace.  (73%)","220"
"879","C.
overrated.  (1%)","220"
"880","D.
unique.  (16%)","220"
"881","A.
The transatlantic telegraph system provided less reliable service than the domestic system.  (4%)","221"
"882","B.
The telegraph can be considered an essentially American invention.  (18%)","221"
"883","C.
The speed of the typical telegram was continually increasing.  (20%)","221"
"884","D.
European markets became heavily dominated by telegraphic communication.  (56%)","221"
"885","A.
I only  (11%)","222"
"886","B.
I and II only  (60%)","222"
"887","C.
I and III only  (21%)","222"
"888","D.
II and III only  (7%)","222"
"889","A.
it diverged from the more scientific presentation of some anthropological works.  (38%)","223"
"890","B.
it promoted the notion that knowledge can be conveyed through myth.  (7%)","223"
"891","C.
it enabled the reader to achieve a deep understanding of a particular culture.  (2%)","223"
"892","D.
it demonstrated that the comparativist method can be used to elucidate myths across cultures.  (51%)","223"
"893","A.
emphasize the connection between a society's myths and language.  (8%)","224"
"894","B.
identify the mythic elements that a society shares with others.  (85%)","224"
"895","C.
organize the basic components of myths into pairs of opposites.  (4%)","224"
"896","D.
turn ineffective mythic practices into effective ones.  (2%)","224"
"897","A.
A text detailing direct observations of the rituals of people from a specific tribe  (3%)","225"
"898","B.
An account in which the lives of diverse people all follow common mythic patterns  (85%)","225"
"899","C.
An article stressing the incompatibilities between the myths of Europe and Africa  (7%)","225"
"900","D.
A poem that describes someone's personal myth  (4%)","225"
"901","A.
The Golden Bough was written more as a work of literature than of anthropology.  (12%)","226"
"902","B.
Progress in anthropology has made Frazer's work less relevant.  (2%)","226"
"903","C.
Frazer's work influenced the formation of structural anthropology.  (24%)","226"
"904","D.
The Golden Bough's influence on culture outweighs its influence on anthropology.  (60%)","226"
"905","A.
I only  (0%)","227"
"906","B.
II only  (71%)","227"
"907","C.
I and II only  (15%)","227"
"908","D.
I and III only  (12%)","227"
"909","A.
It means that the food retrieval could not be achieved through trial and error.  (3%)","228"
"910","B.
It rules out potential sources for the birds' behavior.  (75%)","228"
"911","C.
It highlights that the experiment focused on animals in captivity.  (3%)","228"
"912","D.
It explains the difficulty of the task presented.  (18%)","228"
"913","A.
Heinrich conceived his experiment as testing for insight.  (29%)","229"
"914","B.
Ravens' mental capabilities are exceptional among most animals.  (6%)","229"
"915","C.
At least some ravens seem to exhibit insight in solving problems.  (53%)","229"
"916","D.
Ravens' mental capabilities should not be anthropomorphized.  (10%)","229"
"917","A.
The Loggerhead Shrike, a non-Corvid species, instinctually suspends its prey by impaling it on thorns.  (11%)","230"
"918","B.
Instead of attempting to retrieve the suspended food, some ravens tried to steal food retrieved by others.  (14%)","230"
"919","C.
Some ravens never successfully retrieved the suspended food.  (21%)","230"
"920","D.
Some ravens had access to the suspended food when not being observed by Heinrich.  (53%)","230"
"921","A.
The claim that avians have displayed even more striking behavior than primates  (5%)","231"
"922","B.
The claim that some types of challenges would not be encountered in the wild  (2%)","231"
"923","C.
The conclusion that Corvids are highly capable of successfully confronting novel challenges  (37%)","231"
"924","D.
The conclusion that animal behavior research provides evidence of complex types of thought in non-humans  (53%)","231"
"925","A.
the amount of antidote needed to cure each patient  (4%)","232"
"926","B.
the doctor's responsibility to the patient in the clinic  (1%)","232"
"927","C.
the likelihood that the antidote will function properly  (91%)","232"
"928","D.
the urgency of time in administering the antidote  (2%)","232"
"929","A.
further define good versus evil in this circumstance.  (0%)","233"
"930","B.
highlight the importance of time in the doctor's decision.  (14%)","233"
"931","C.
undermine the doctor's ability to make an appropriate decision.  (1%)","233"
"932","D.
reinforce the uncertainty of the outcome.  (84%)","233"
"933","A.
typical of doctor-patient interactions.  (2%)","234"
"934","B.
enhanced by the experience of grief and loss.  (1%)","234"
"935","C.
guided by universal human instincts.  (54%)","234"
"936","D.
influenced by feelings of personal attachment.  (41%)","234"
"937","A.
be more likely to administer the antidote to Citizen A.  (77%)","235"
"938","B.
be more likely to withhold the antidote from Citizen A.  (6%)","235"
"939","C.
defer to his nurse to make the decision.  (2%)","235"
"940","D.
be unaffected by this new information.  (13%)","235"
"941","A.
The solution to moral dilemmas relies on individual insight.  (91%)","236"
"942","B.
An ultimately evil decision does not exist.  (3%)","236"
"943","C.
Morality is based on fixed definitions of good and evil.  (2%)","236"
"944","D.
Universal truth provides no guidance for decision-making.  (1%)","236"
"945","A.
It would support the author's assertion that a moral imperative ""may be said to be absolute.""  (2%)","237"
"946","B.
It would support the author's assertion that humans should abide by an ""internal commitment to what one has reasoned to be the right decision.""  (92%)","237"
"947","C.
It would challenge the author's assertion that some situations do not lend themselves to ""clear designations of ultimate good and ultimate evil.""  (1%)","237"
"948","D.
It would challenge the author's assertion that ""the best that one can hope for is to be able to make an informed decision about which course of action is 'more right'.""  (2%)","237"
"949","A.
He would grieve more about the idea of losing Citizen A.  (2%)","238"
"950","B.
He would more likely dismiss his own conscience in making a decision.  (89%)","238"
"951","C.
He would require more information in making the final decision regarding antidote administration.  (2%)","238"
"952","D.
He would more likely arrive at a sensible conclusion regarding the antidote.  (5%)","238"
"953","A.
Greater and lesser types of literature  (38%)","239"
"954","B.
An idea's content and its correctness  (4%)","239"
"955","C.
Credible and non-credible scholars  (55%)","239"
"956","D.
Accurate and inaccurate interpretations  (1%)","239"
"957","A.
Code decryption  (18%)","240"
"958","B.
Linguistic translation  (20%)","240"
"959","C.
Art criticism  (58%)","240"
"960","D.
Forensic accounting  (1%)","240"
"961","A.
are not responsible for whether listeners correctly interpret the meaning of their ideas.  (3%)","241"
"962","B.
cannot fail to accurately convey the meaning of their ideas.  (1%)","241"
"963","C.
may sometimes be mistaken about the actual meaning of their ideas.  (12%)","241"
"964","D.
can fail to accurately convey the meaning of their ideas.  (82%)","241"
"965","A.
Novelists often express confusion about the meanings people assign to their works.  (63%)","242"
"966","B.
Poets often construct verses based on the way words sound regardless of their content.  (3%)","242"
"967","C.
Psychological studies suggest that authors are often unaware of their own motivations.  (1%)","242"
"968","D.
Interpretations of famous texts often differ widely between scholars and ordinary readers.  (30%)","242"
"969","A.
Evaluate the factors that might support or challenge that interpretation.  (57%)","243"
"970","B.
Develop their own personal interpretation of the poem.  (12%)","243"
"971","C.
Treat the scholar's greater experience as irrelevant to determining the best interpretation of the poem.  (13%)","243"
"972","D.
Presume that the scholar's interpretation is probably correct.  (17%)","243"
"973","A.
The Australian view would be neither strengthened nor weakened because it makes no reference to whether whaling is government funded.  (27%)","244"
"974","B.
The Australian view would be strengthened because Japan's whaling would result from official policies of its government.  (10%)","244"
"975","C.
The Australian view would be weakened because it is specifically commercial whaling that was banned by the International Whaling Commission.  (3%)","244"
"976","D.
The Australian view would be weakened because commercial profit would not be the reason for Japan's continued whaling operations.  (57%)","244"
"977","A.
""[T]he Ady Gil's captain, Peter Bethune, was arrested after he boarded the Shonan Maru No. 2 and attempted to force the Japanese to pay for the loss of the Australian ship.""  (6%)","245"
"978","B.
""Australia is not the only country that has objected to Japan's whaling practices.""  (8%)","245"
"979","C.
""'[S]ince only the Japanese kill ""Australian Whales"", they are the target of sustained demonization.'""  (69%)","245"
"980","D.
""'Save The Whales' is a long-touted, even clichéd, rallying cry of environmentalism.""  (15%)","245"
"981","A.
explain the events leading up to the crash of the Shonan Maru No. 2 and the Ady Gil.  (10%)","246"
"982","B.
clarify the less acknowledged Japanese perspective in Australia's conflict with Japan over whaling.  (13%)","246"
"983","C.
illustrate the leadership role played by Australia internationally in opposing commercial whaling.  (1%)","246"
"984","D.
discuss the influences most relevant to Australia's conflict with Japan over whaling.  (73%)","246"
"985","A.
is not actually motivated by scientific purposes.  (63%)","247"
"986","B.
is largely a reaction to criticism from Australia.  (4%)","247"
"987","C.
is important to maintaining the present food supply in Japan.  (9%)","247"
"988","D.
is subjected to unjustified criticism.  (22%)","247"
"989","A.
III only  (9%)","248"
"990","B.
I and II only  (3%)","248"
"991","C.
I and III only  (50%)","248"
"992","D.
I, II, and III  (36%)","248"
"993","A.
alternative interpretations of literary works help to prevent complacency in scholarship.  (17%)","249"
"994","B.
alternative interpretations of literary works should be synthesized into a coherent understanding.  (55%)","249"
"995","C.
Warner and Hancock provide different but ultimately similar analyses of Not Now, Bernard.  (13%)","249"
"996","D.
questions about a literary work's meaning should generally be viewed as open and unsettled.  (13%)","249"
"997","A.
To help explain a potential flaw in Warner's psychological interpretation of the story.  (4%)","250"
"998","B.
To help demonstrate that Bernard's parents do not see him as being like a monster.  (17%)","250"
"999","C.
To help illustrate why Hancock's interpretation of the story is preferable to Warner's.  (2%)","250"
"1000","D.
To help explain a reason why the monster might be viewed as metaphorical.  (74%)","250"
"1001","A.
It is derivative of many other stories.  (13%)","251"
"1002","B.
It is difficult to understand.  (1%)","251"
"1003","C.
It is non-linear.  (10%)","251"
"1004","D.
It is somewhat ambiguous.  (74%)","251"
"1005","A.
An individualist conception, where the standard interpretation is whatever each reader prefers it to be  (18%)","252"
"1006","B.
A developmental conception, where the standard interpretation is continually subject to revision  (65%)","252"
"1007","C.
A consensus conception, where the majority view determines the standard interpretation  (13%)","252"
"1008","D.
An expert conception, where the most established scholars determine the standard interpretation  (1%)","252"
"1009","A.
At the end of Not Now, Bernard, the monster sees Bernard's reflection in the mirror.  (53%)","253"
"1010","B.
Melanie Klein never actually mentions Not Now, Bernard in discussing her psychoanalytic theories.  (7%)","253"
"1011","C.
Bernard's parents never actually look directly at either Bernard or the monster.  (19%)","253"
"1012","D.
At the end of Not Now, Bernard, the monster eats Bernard's parents.  (19%)","253"
"1013","A.
the recognition that works of art tend to be more highly valued by art historians than by members of the general public.  (2%)","254"
"1014","B.
the understanding that the same piece of reporting is typically published by several news outlets.  (12%)","254"
"1015","C.
the concern that increasing globalization may cause a loss of an individual culture's distinctive character and practices.  (8%)","254"
"1016","D.
the observation that the policy positions of rival political candidates are frequently very similar.  (76%)","254"
"1017","A.
associate superstitions with the cultural traditions surrounding them.  (3%)","255"
"1018","B.
connect superstitions to their origins in human nature.  (15%)","255"
"1019","C.
interpret superstitions in terms of physical phenomena.  (79%)","255"
"1020","D.
describe superstitions in relation to individual psychology.  (2%)","255"
"1021","A.
superstitions feature prominently in human thinking.  (56%)","256"
"1022","B.
superstitions will become increasingly rare over time.  (4%)","256"
"1023","C.
superstitions arise from logical errors made about the cause of an event.  (16%)","256"
"1024","D.
superstitions may manifest as implicit, subconscious beliefs.  (22%)","256"
"1025","A.
A writer eats the same three meals daily to increase her ability to focus on work without distraction.  (33%)","257"
"1026","B.
Miners continue working in an area because a geologist insists that the region contains minerals.  (12%)","257"
"1027","C.
A client asks his stockbroker to change his investment plan as retirement approaches.  (1%)","257"
"1028","D.
A father turns to unlicensed doctors to treat his terminally ill son.  (52%)","257"
"1029","A.
being born under the same stars should have led to identical destinies.  (85%)","258"
"1030","B.
a child's destiny is determined not by physical stars, but by the spiritual heavens.  (2%)","258"
"1031","C.
the patterns of the stars are too complex for destiny to be interpreted reliably.  (2%)","258"
"1032","D.
accurate predictions come only from understanding the physical causes of phenomena.  (9%)","258"
"1033","A.
Superstitious beliefs are even more common in adults than they are in children.  (4%)","259"
"1034","B.
Thinkers such as Augustine and Lucretius played an essential role in lessening superstition among people of the past.  (6%)","259"
"1035","C.
Superstitious beliefs are both caused and refuted by empirical observations.  (83%)","259"
"1036","D.
Because of more widespread knowledge of science, modern people are rarely superstitious.  (4%)","259"
"1037","A.
""In light of those points, it must be remembered that a scientific mindset is essentially a modern privilege.""  (28%)","260"
"1038","B.
""Yet even contemporary knowledge has not eliminated magical beliefs.""  (19%)","260"
"1039","C.
""Superstitions should quickly vanish after continued observations.""  (6%)","260"
"1040","D.
""The most straightforward assumption would be that superstition results from causal fallacies.""  (45%)","260"
"1041","A.
it was a way to compensate for his tendency toward pridefulness.  (1%)","261"
"1042","B.
it served some spiritual and personal purpose.  (78%)","261"
"1043","C.
it was the best means by which a solitary could show devotion.  (17%)","261"
"1044","D.
it evolved out of his intense dislike for others.  (2%)","261"
"1045","A.
new types of self-mortification were cultivated to draw attention.  (2%)","262"
"1046","B.
prominent recluses imitated the practices of their predecessors.  (17%)","262"
"1047","C.
extreme forms of seclusion had been undertaken before.  (77%)","262"
"1048","D.
a life of seclusion could enhance one's spiritual purpose.  (1%)","262"
"1049","A.
self-denial would likely diminish rather than increase the veneration one receives.  (21%)","263"
"1050","B.
self-denial had more to do with desire for fame than it did with piety.  (33%)","263"
"1051","C.
the result of self-denial is to diminish piety.  (3%)","263"
"1052","D.
radical self-denial was erroneously thought to demonstrate piety.  (42%)","263"
"1053","A.
I and III only  (18%)","264"
"1054","B.
II and III only  (69%)","264"
"1055","C.
I only  (4%)","264"
"1056","D.
I and II only  (7%)","264"
"1057","A.
to be successful as a stylite, one must exert an iron will.  (53%)","265"
"1058","B.
pillar dwellers inspire more admiration than do other types of religious recluses.  (3%)","265"
"1059","C.
achieving genuine piety demands that one rely on a deeper sense of purpose.  (31%)","265"
"1060","D.
stylites are the most devout of religious recluses.  (11%)","265"
"1061","A.
socialism attempts to address a challenge that societies have always faced.  (84%)","266"
"1062","B.
dynasties of wealth remain a uniquely American problem.  (0%)","266"
"1063","C.
economic inequality can be curbed by implementing socialism.  (13%)","266"
"1064","D.
socialism was an infrequent phenomenon in post-industrial countries.  (1%)","266"
"1065","A.
A progressive tax, where wealthier individuals are taxed at a higher rate than poorer individuals.  (63%)","267"
"1066","B.
A regressive tax, where the tax rate is eventually capped at a maximum level regardless of an individual's wealth.  (5%)","267"
"1067","C.
A flat tax, where all individuals are taxed at the same rate regardless of their level of wealth.  (6%)","267"
"1068","D.
A consumption tax, where individuals' tax rates are based primarily on the value of goods and services that they purchase.  (24%)","267"
"1069","A.
A patient cannot have a desired medical procedure performed because her doctor has ethical concerns.  (1%)","268"
"1070","B.
A job candidate receives few employment offers because he is physically unattractive.  (66%)","268"
"1071","C.
A defendant is found guilty at trial because his attorney could not persuade the jury that he is innocent.  (5%)","268"
"1072","D.
A frequent gambler loses more than she wins because the games are engineered to have a higher likelihood of money loss.  (26%)","268"
"1073","A.
most Americans are unconcerned about socialist ideas.  (4%)","269"
"1074","B.
people seldom genuinely examine socialist ideas.  (52%)","269"
"1075","C.
concerns about socialism are not reflected by the reality of socialism in practice.  (33%)","269"
"1076","D.
objections to socialism are baseless.  (10%)","269"
"1077","A.
wealth redistribution is consistent with capitalism.  (8%)","270"
"1078","B.
people should not be denied the rewards of their labor.  (15%)","270"
"1079","C.
the majority of people have benefited from past socialistic reforms.  (4%)","270"
"1080","D.
the objectors' own commitment to fairness makes wealth redistribution justified.  (71%)","270"
"1081","A.
Some Americans are already receptive to socialist ideas.  (20%)","271"
"1082","B.
Historically, proposals to redistribute wealth have always faced resistance.  (9%)","271"
"1083","C.
Every economic system has some benefits and some flaws.  (20%)","271"
"1084","D.
The passage does not discuss how wealth redistribution should be achieved.  (49%)","271"
"1085","A.
uneasiness over government influence.  (2%)","272"
"1086","B.
confusion about what policies it entails.  (5%)","272"
"1087","C.
a pre-existing bias against it.  (83%)","272"
"1088","D.
a scrutiny of its ideas.  (8%)","272"
"1089","A.
thorough puzzlement.  (3%)","273"
"1090","B.
shocked incredulity.  (7%)","273"
"1091","C.
open condescension.  (81%)","273"
"1092","D.
delighted amusement.  (6%)","273"
"1093","A.
conductors give the credit for successes to the performers.  (0%)","274"
"1094","B.
conductors shoulder the blame for every failure.  (3%)","274"
"1095","C.
conductors perform alongside the musicians.  (93%)","274"
"1096","D.
conductors communicate instructions non-verbally.  (2%)","274"
"1097","A.
Conductors may influence the performance of singers in ways that the singers are not directly aware of.  (88%)","275"
"1098","B.
Conductors typically do not provide verbal instructions to singers during rehearsals.  (3%)","275"
"1099","C.
Difficulties experienced by singers are caused by conductors giving inaccurate physical cues.  (3%)","275"
"1100","D.
Conductors who possess an understanding of mirror neurons influence singers more effectively.  (5%)","275"
"1101","A.
When a conductor is not present, professional musicians still play their instruments with a high level of proficiency.  (22%)","276"
"1102","B.
Symphonies receive similar acclaim from professional music critics whether or not the orchestras were led by a conductor.  (54%)","276"
"1103","C.
Research studies suggest that the effects of conducting have little to do with the mirror neuron system.  (15%)","276"
"1104","D.
A survey of non-musicians finds that a majority of people believe conductors are important to the coherence and overall quality of a concert.  (6%)","276"
"1105","A.
Whether conductors convey their own vision for a piece of music or the vision of the composer.  (54%)","277"
"1106","B.
Whether the role of conductors is generally understood or misunderstood.  (13%)","277"
"1107","C.
Whether conductors and coaches are entirely dissimilar or only somewhat different.  (7%)","277"
"1108","D.
Whether the information about conductors applies more to conducting orchestras or choirs.  (24%)","277"
"1109","A.
stressed the frailties over the triumph of the human spirit.  (31%)","278"
"1110","B.
incorporated instructive messages to other artists.  (3%)","278"
"1111","C.
revealed the process and great effort entailed in art.  (38%)","278"
"1112","D.
portrayed each person's journey toward happiness as unique.  (25%)","278"
"1113","A.
Klimt's artistic technique reflected multiple sources.  (86%)","279"
"1114","B.
Klimt was conscious of the prestige involved in creating the frieze.  (8%)","279"
"1115","C.
Klimt's work was influential while that of his contemporaries was not.  (2%)","279"
"1116","D.
Many Secessionists were much more conventional than Klimt.  (2%)","279"
"1117","A.
Choral pieces are composed by musicians rebelling against convention.  (7%)","280"
"1118","B.
Choral pieces are more prevalent in symphonies after Beethoven's time.  (42%)","280"
"1119","C.
Choral pieces are derived from common tunes that anyone could sing.  (38%)","280"
"1120","D.
Choral pieces readily lend themselves to visual representation.  (12%)","280"
"1121","A.
personified concepts.  (91%)","281"
"1122","B.
muses.  (4%)","281"
"1123","C.
dream images.  (2%)","281"
"1124","D.
lovers.  (0%)","281"
"1125","A.
Painters prior to Klimt rarely revealed the struggles required to produce their artistic works.  (11%)","282"
"1126","B.
Painters who are in search of a new style are more likely to be eclectic.  (24%)","282"
"1127","C.
The works of successful painters include a distinctive identifying feature.  (41%)","282"
"1128","D.
The most impressive paintings are those in which the painters borrow from other art forms.  (23%)","282"
"1129","A.
Beethoven's vision of the fitting words for the perfect melody.  (10%)","283"
"1130","B.
folk tunes created and sung in German taverns.  (20%)","283"
"1131","C.
an anonymous drinking song.  (12%)","283"
"1132","D.
a poet's work.  (56%)","283"
"1133","A.
Lakes and oceans would be conceived of differently than they are on Earth.  (24%)","284"
"1134","B.
Molybdenum would be as common as aluminum is on Earth.  (61%)","284"
"1135","C.
Most people would be mistaken about the names of certain metals.  (9%)","284"
"1136","D.
The thought experiments would be complicated by a consideration of biological twins.  (5%)","284"
"1137","A.
suffers from the same problems as the original formulation of the scenario.  (10%)","285"
"1138","B.
is decisively refuted by the response of Crane and other linguists.  (25%)","285"
"1139","C.
would require further argument to successfully justify Putnam's position.  (60%)","285"
"1140","D.
fails because people on Earth and Twin Earth would be psychologically dissimilar.  (3%)","285"
"1141","A.
I only  (10%)","286"
"1142","B.
II only  (57%)","286"
"1143","C.
I and III only  (14%)","286"
"1144","D.
II and III only  (16%)","286"
"1145","A.
an ultimately justified decision.  (5%)","287"
"1146","B.
a surprising state of affairs.  (65%)","287"
"1147","C.
a sign of their incomprehension.  (7%)","287"
"1148","D.
a matter of practicality.  (21%)","287"
"1149","A.
situate the scenario prior to knowledge of chemistry.  (42%)","288"
"1150","B.
reflect the longevity of the standard linguistic position.  (28%)","288"
"1151","C.
make it easier for deficiencies in his argument to be overlooked  (22%)","288"
"1152","D.
allow the second version to be comparatively stronger.  (6%)","288"
"1153","A.
exaggerates the power of persuasion.  (24%)","289"
"1154","B.
exaggerates the role of Trojan aggression.  (3%)","289"
"1155","C.
attaches too much importance to divine agency.  (6%)","289"
"1156","D.
attaches too much importance to human agency.  (65%)","289"
"1157","A.
Homer's Odyssey: Helen claimed that although she was a Trojan captive, she bravely risked helping the Greeks during the war.  (4%)","290"
"1158","B.
Euripides' Trojan Women: Helen told the women of Troy that her affair with Paris fulfilled a curse by the goddess Aphrodite.  (71%)","290"
"1159","C.
Isocrates' Speech in Praise of Helen: Helen heroically embraced her designated fate as the daughter of the god Zeus.  (20%)","290"
"1160","D.
Stesichorus' Palinode: Helen was escorted to Egypt to avoid abduction but was still blamed for the war because a look-alike was sent to Troy in her place.  (4%)","290"
"1161","A.
maintaining faith in language's power, after revealing its seemingly deceptive nature  (23%)","291"
"1162","B.
deliberately employing a sophistic strategy, after acknowledging its questionable reputation  (9%)","291"
"1163","C.
composing a complicated defense of his subject, after suggesting he would praise her  (11%)","291"
"1164","D.
teasing his audience that he might not be serious, after claiming to have spoken the truth  (56%)","291"
"1165","A.
Gorgianic style is excessive verbiage without substance.  (40%)","292"
"1166","B.
Gorgianic style was developed specifically to defend the indefensible.  (10%)","292"
"1167","C.
Gorgianic style and content often reinforce one another.  (32%)","292"
"1168","D.
Gorgianic style frequently sabotages the ideas in a speech.  (15%)","292"
"1169","A.
Speech is a means of conveying the speaker's thoughts objectively.  (4%)","293"
"1170","B.
Speech is a means of realigning the listener's perspective.  (56%)","293"
"1171","C.
Speech is a means of guiding the listener down a wrong path.  (27%)","293"
"1172","D.
Speech is a means of convincing the listener of the truth.  (12%)","293"
"1173","A.
the analysis should employ methodology similar to that of a detective investigating a case.  (13%)","294"
"1174","B.
the analysis should incorporate information about the most characteristic features of Impressionist paintings.  (7%)","294"
"1175","C.
the analysis should proceed without considering the typical features of Impressionism.  (76%)","294"
"1176","D.
the analysis should take into account facts about the particular Impressionist who created the painting.  (2%)","294"
"1177","A.
III only  (18%)","295"
"1178","B.
I and II only  (9%)","295"
"1179","C.
I and III only  (64%)","295"
"1180","D.
II and III only  (7%)","295"
"1181","A.
professors of art history at universities.  (55%)","296"
"1182","B.
administrators of art museums.  (1%)","296"
"1183","C.
students taking classes in art history.  (40%)","296"
"1184","D.
researchers working in the field of Korean art.  (1%)","296"
"1185","A.
Most Korean artworks have been accidentally misattributed to outside cultural influences.  (29%)","297"
"1186","B.
A History of Far Eastern Art included fewer Korean examples in 1994 than in previous years.  (1%)","297"
"1187","C.
The original insights of Korean art have increased in number since 1945.  (9%)","297"
"1188","D.
Korean art faces significant obstacles despite the country having gained independence in 1945.  (58%)","297"
"1189","A.
Accepting the insights only of scholars proven to be credible  (1%)","298"
"1190","B.
Undermining existing theory about the work in question  (23%)","298"
"1191","C.
Exposing the political agenda motivating previous analyses  (2%)","298"
"1192","D.
Ignoring prior research in the artwork's genre as initially irrelevant  (72%)","298"
"1193","A.
Semicolons merely separate independent clauses.  (20%)","299"
"1194","B.
Semicolons promote the loose correlation of ideas.  (76%)","299"
"1195","C.
Semicolons help convey the author's specific meaning.  (0%)","299"
"1196","D.
Semicolons serve a function distinct from that of other marks.  (2%)","299"
"1197","A.
An author might use a semicolon as a way to pay the reader a compliment.  (9%)","300"
"1198","B.
Semicolons may be problematic, but they can regulate other punctuation marks.  (14%)","300"
"1199","C.
Some authors are notable for their idiosyncratic use of semicolons.  (7%)","300"
"1200","D.
Authors have adapted the use of semicolons for a variety of purposes.  (68%)","300"
"1201","A.
He suggested typographical innovations that others found hard to embrace.  (19%)","301"
