id,title,content,subject,question_count,topic
62,Passage Title: The Simulacrum,"Jorge Luis Borges' 1946 short story ""On Exactitude in Science"" plays with the well-known aphorism, ""The map is not the territory.""  In this paragraph-long fable, an empire's ambitious cartographers produce a map so spectacularly isomorphic it corresponds precisely in scale and detail with the kingdom it represents.  Perfect yet useless, the map is virtually indistinguishable from the landscape until it begins to decay.  In a 1981 treatise, Simulacra and Simulation, French sociologist Jean Baudrillard cites Borges' tale as ""the finest allegory"" of his own provocative proposition that, in the current era, we have lost the ability to distinguish between reality and its representation.  Thus, Baudrillard—known as an extreme cultural relativist and often mocked as ""the high priest of postmodernism""—postulates that ""it is no longer a question of either maps or territories""; rather, ""[s]omething has disappeared: the sovereign difference, between one and the other,"" that, he laments, once ""constituted the charm of abstraction.""  Indeed, our postmodernist world is saturated with signs, symbols, and images that are never neutral or transparent but, by mediating reality, come to construct it.  Consequently, in a sinister twist on the story, Baudrillard can assert that ""today it is the territory whose shreds slowly rot across the map.""  As he elaborates, ""[T]he territory no longer precedes the map, nor does it survive it.""  Instead, ""[i]t is…the map that precedes the territory…that engenders the territory.""  In other words, representation can be seen to precede, produce, and ultimately surpass reality.
But how can a copy be the antecedent of an original?  How does an image become so alienated from reality?  In Baudrillard's scheme, signs are subject to degeneration.  Initially, a sign reflects reality, substituting for an original; like a carefully crafted counterfeit, it is a faithful but identifiable copy.  In the next stage, the sign devolves into a less faithful copy of the original, thus distorting what it represents and masking reality.  In its penultimate phase, the representation no longer pretends to be the original but now instead pretends to be a copy; hence, it masks an absence of reality and erodes the distinction between the real and representation.  For instance, when images are mass produced, they propagate, taking on a life of their own and diminishing the authoritative aura of the original.  In the final stage of the sign's devolution, it can claim ""no relation to any reality whatsoever""; it no longer reflects or refers to reality but instead signifies nothing but signification.  It has become a pure simulation, a suspiciously specious semblance Baudrillard calls the simulacrum.
In Baudrillardian theory, when the distinction between representation and reality, sign and referent, original and reproduction disintegrates, the real disappears; we are left with copies of copies that no longer have—or never had—an original.  What remains, then, is a ""hyperreality"" of simulacra and simulation.  So, Baudrillard maintains, ""[s]imulation is no longer that of a territory, a referential being, or substance....  It is no longer a question of imitation, nor duplication, nor even parody.""  It is instead a question of substitution, of ""substituting the signs of the real for the real.""  As one writer describes it, ""The simulation is no longer a reflection of reality, nor a reference to it, but a creation of a new real by models that are not based on reality.""  This new real may be genetically engineered, as with cloning, or possibly computer generated.  Even something as essential as currency has been progressively replaced, first by checks and then by credit and debit cards, until finally only numbers, divorced from any concrete reality, are exchanged on money transfer apps.  Likewise, as reality dissolves into the hyperreality of simulacra, human experience devolves into ""a simulation of reality.""",Critical Analysis & Reasoning Skills,5,Humanities
63,Passage Title: Food Costs and Disease,"Because frequent consumption of unhealthy foods is strongly linked with cardiometabolic diseases, one way for governments to combat those afflictions may be to modify the eating habits of the general public.  Applying economic incentives or disincentives to various types of foods could potentially alter people's diets, leading to more positive health outcomes.
Utilizing national data from 2012 regarding food consumption, health, and economic status, Peñalvo et al. concluded that such price adjustments would help to prevent deaths related to cardiometabolic diseases.  According to their analysis, increasing the prices of unhealthy foods such as processed meats and sugary sodas by 10%, while reducing the prices of healthy foods such as fruit and vegetables by 10%, would prevent an estimated 3.4% of yearly deaths in the U.S.  Changing prices by 30% would have an even stronger effect, preventing an estimated 9.2% of yearly deaths.  This data comports with that found in other countries, such as ""previous modeling studies in South Africa and India, where a 20% SSB [sugar-sweetened beverage] tax was estimated to reduce diabetes prevalence by 4% over 20 years.""  The effects of price adjustments would be most pronounced on persons of lower socioeconomic status, as the researchers ""found an overall 18.2% higher price-responsiveness for low versus high SES [socioeconomic status] groups.""
This differential effect based on socioeconomic status contributes to concerns about such interventions, however.  In Harvard Public Health Review, Kates and Hayward ask: ""Well intentioned though they may be, at what point do these taxes overstep government influence on an individual's right to autonomy in decision-making?  On whom does the increased financial burden of this taxation fall?""  They note that taxes on sugar-sweetened beverages, for instance, ""are likely to have a greater impact on low-income individuals…because individuals in those settings are more likely to be beholden to cost when making decisions about food.""
However, ""well intentioned though they may be,"" the worries that Kates and Hayward express are to some extent misguided.  In particular, the idea that taxing unhealthy foods would burden those least able to afford it misses the point.  Although the increased taxes would affect anyone who continued to purchase the items despite the higher prices, the goal of raising prices on unhealthy foods is precisely to dissuade people from buying them.  As Kates and Hayward themselves remark, ""Those in low-income environments may also be the largest consumers of obesogenic foods and therefore most likely to benefit from such a lifestyle change indirectly posed by SSB taxes.""  As the goal of the taxes is to promote those lifestyle changes, the financial burden objection is a non-starter.
Given this recognition, the question regarding autonomy constitutes a more substantial issue.  Nevertheless, that concern also rests on a dubious assumption, as people's autonomy is not necessarily respected in the current situation either.  The fact that those of lower socioeconomic status are more likely to have poorer diets suggests that such persons' food choices are the result of financial constraint, not fully autonomous, rational deliberation.  Hence, by making healthy foods more affordable relative to unhealthy ones, government intervention might actually facilitate autonomous choices rather than hindering them.
On the other hand, suppose that the disproportionate consumption of unhealthy foods—and associated higher incidence of disease—among certain groups is not the result of financial hardship but rather the result of those persons' perceived self-interest.  If so, that would suggest that members of these groups are being encouraged to persist in harmful dietary habits for the sake of corporate profits.  In that case, violating autonomy for the sake of health may be permissible, as that practice would be morally preferable to the present system of corporate exploitation.",Critical Analysis & Reasoning Skills,5,Social Sciences
64,Passage Title: Arts of War: The Two Suns,"The name ""Sun Tzu"" is readily recognized by scholars and non-scholars alike; as the author of The Art of War, he is identifiable even to those who have never studied Chinese history or military strategy.  Much less familiar to the layman is his descendant Sun Bin, who one and a half centuries later (circa 350 BCE) extended the discussion of battlefield tactics with his own insights.  Although some deem Sun Bin's thinking to lack the philosophical depth displayed by his predecessor, the two strategists in fact bear many similarities, and we should not be overhasty in our evaluation of Sun Bin's contribution.
An instructive example can be found in a historical record of his advice to another commander concerning a horse race:
Sun Bin then said to Tian Ji, ""You just go ahead and make a large wager; I will see to it that you win.""…Just as the contest was to begin, Sun Bin counseled Tian Ji, ""Pit your third-best team against their finest, your finest against their second-best, and your second best against their third.""  When all three horse races were finished, though Tian Ji had lost the first race, his horses prevailed in the next two, in the end winning a thousand pieces of the king's gold.
It would be easy to dismiss this episode as a demonstration merely of cunning or desire for personal gain.  However, Sun Bin's tactic essentially aligns with Sun Tzu's famous maxim: ""If you know the enemy and know yourself, you need not fear the result of a hundred battles.""  Nothing had changed about the horses, but Sun Bin arranged their deployment in a way that ensured an overall victory.  Hence, the story is not out of place in a context of military tactics because it illustrates the adaptation of circumstance to one's advantage.
Similarly, while The Art of War remains of interest to the modern military mind, its study is even more often applied to non-martial contexts, such as commerce, politics, or simply how to live.  In one chapter, Sun Tzu gives the instruction to ""throw your soldiers into positions whence there is no escape, and they will prefer death to flight.  If they will face death, there is nothing they may not achieve.""  The military application is obvious, but the underlying idea extends much further: when one cannot give up, there is no choice but to strive for victory with full abandon.  The question then becomes whether one can play both general and soldier, throwing oneself into the inescapable position that must be confronted.
Sun Bin refers to the success or failure of an army when saying: ""If you take a road that goes nowhere, even Heaven and earth cannot make you prosper; if you take the right road, even Heaven and earth cannot waylay you.""  Nevertheless, his words apply far beyond a military perspective.  By situating warfare within ""the pattern of the heavens and the earth,"" Sun Bin conceives it as a microcosm of a larger and more abstract natural harmony.  To act in accordance with this harmony is to secure victory; to fail to do so is to ensure defeat.  Consequently, success in battle is achieved in the same way as success in any endeavor; as with the horse race, one must adapt to the natural propensities of a situation.  Ultimately, Sun Bin provides a compelling picture of battlefield tactics and strategy.  As with Sun Tzu's more famous insights, however, the true depth and value of Sun Bin's thinking lie in its broader scope and application.",Critical Analysis & Reasoning Skills,4,Humanities
65,Passage Title: Probability and The Universe,"The idea of probability is frequently misunderstood, in large part because of a conceptual confusion between objective probability and subjective probability.  The failure to make this distinction leads to an erroneous conflation of genuine possibility with what is in fact merely personal ignorance of outcome.  An example will clarify.
A standard die is rolled on a table, but the outcome of the roll is concealed.  Should an observer be asked the chance that a particular number was rolled—five, say—the natural response is 1/6.  However, this answer is incorrect.  To say there is a one-in-six chance that a five was rolled implies there is an equal chance that any of the other numbers were rolled.  But there is no equal chance, because the roll has already occurred.  Hence, the probability that the result of the roll is a five is either 100% or 0%, and the same is true for each of the other numbers.
It might be objected that such an analysis is an issue of semantics rather than a substantive claim.  For declaring the probability to be 1/6 is merely an expression that, for all we know, any number from 1 through 6 might have been rolled.  But the difference between for all we know and what is remains crucially important, because it forestalls a tendency to make scientific assertions from a perspective biased by human perception….
[T]hus, it should be clear that claims about the purpose of the universe rest on shaky ground.  In particular, we must be wary of inferences drawn from juxtaposing the existence of intelligent life with the genuinely improbable cosmological conditions that make such life possible.  Joseph Zycinski provides an instructive account of those conditions: ""If twenty billion years ago the rate of expansion were minimally smaller, the universe would have entered a stage of contraction at a time when temperatures of thousands of degrees were prevalent and life could not have appeared.  If the distribution of matter were more uniform the galaxies could not have formed.  If it were less uniform, instead of the presently observed stars, black holes would have formed from the collapsing matter.""  In short, the existence of life (let alone intelligent life) depends upon the initial conditions of the universe having conformed to an extremely narrow range of possible values.
It is tempting to go beyond Zycinski's factual point to draw deep cosmological, teleological, and even theological conclusions.  But no such conclusions follow.  The reason why a life-sustaining universe exists is that if it did not, there would be no one to wonder why a life-sustaining universe exists.  This fact is a function not of purpose, but of pre-requisite.  For instance, suppose again that a five was rolled on a die.  We now observe a five on its face, not because the five was ""meant to be"" but because one side of the die had to land face up.  Even if we imagine that the die has not six but six billion sides, that analysis is unaffected.  Yes, it was unlikely that any given value would be rolled, but some value had to be rolled.  That ""initial condition"" then set the parameters for what kind of events could possibly follow; in this case, the observation of the five.
Similarly, the existence of intelligent beings is evidence that certain physical laws obtained in the universe.  However, it is not evidence that those beings or laws were necessary or intended rather than essentially random.  The subjective probability of that outcome is irrelevant, because in this universe the objective probability of its occurrence is 100%.  Thus, the seemingly low initial chance that such a universe would exist is not in itself indicative of a purpose to its existence.",Critical Analysis & Reasoning Skills,6,Humanities
66,Passage Title: Leonardo's Bridge,"In 1482, a thirty-year-old Leonardo da Vinci left his art studio in Florence and traveled to Milan to seek employment at the court of Duke Ludovico Sforza.  A drafted letter of application to the duke detailed Leonardo's many useful skills, the majority of which concerned military developments such as ""methods for destroying any fortress"" and making ""unassailable armored chariots.""  Peacetime talents such as ""guiding water from one place to another"" or producing ""sculpture in marble, bronze and clay"" were mentioned only at the end of the letter.  Nevertheless, one of the most intriguing items is the entry stating, ""I have designed extremely light and strong bridges, adapted to be easily carried"": in other words, portable bridges.
Modern scholars question whether most of the devices mentioned in Leonardo's letter could really have been constructed.  For instance, Krull describes the fact that Leonardo never sent the letter as ""a good thing, as it was mostly bluff.""  Isaacson, though a bit more charitable, similarly declares that Leonardo's ""boasts were aspirational.""  Regarding the bridge, however, there is no doubt that the design is workable.
According to at least one account, Leonardo really did make such a bridge for Sforza.  More significantly, examples of the bridge have been built and used in contemporary times.  A sketch in one of Leonardo's notebooks illustrates the bridge's construction, which includes different sets of wooden beams cut to specific lengths.  Requiring no nails, ropes, or other fasteners, nor any tools, the bridge can be assembled by a mere handful of people, and even some children could potentially build a small version or model.
When the bridge is constructed correctly, each component helps to hold all the other components in place.  The original sketch calls for the beams to be notched so that the pieces of the bridge lock together.  However, in some cases this feature can be omitted, provided the wood is sufficiently rough.  This version of the bridge then stands and bears weight due to friction, gravity, and the physical integrity of the pieces.  In this way, the structure depends entirely on the interplay of physical forces upon its parts.
The design is modular and repeatable, meaning that a longer bridge can be made by simply adding another section, with the supports interlocked accordingly.  Given enough materials, time, and manpower, such a bridge could in principle be made to quite a great length.  However, in longer bridges the notches would in fact be needed, because some of the beams would be at steeper angles.
Despite the relative ease of constructing the bridge, there is one challenge: building it requires access to both sides of the region to be crossed, as well as the area in between.  Such a consideration might seem obvious in building any bridge, but it can still prove problematic.  If a bridge is meant to help cross a body of water, not all members of the group attempting to cross will receive its benefit, as some would have to stand in the water during the bridge's construction.  Of course, this assumes that it is safe to enter the water in the first place.  Crossing a chasm or a deep pit would pose even greater difficulties, as the bridge's prospective builders would, like the ancient Greek mathematician Archimedes, lack a place to stand.  Leonardo may have confronted that problem as well and considered how to make a bridge that was not only portable and freestanding, but constructible in sequence from one end to the other.  Although no evidence exists of such a design in the known pages of his notebooks, many pages have been lost to history and might one day be rediscovered.",Critical Analysis & Reasoning Skills,6,Humanities
67,Passage Title: Marital Naming Tradition,"Until the 1970s, many states mandated that women assume their husbands' surnames upon marriage.  Today, women are no longer bound by this constraint, and some, like journalist Ellen Goodman, have argued that future generations will view the tradition of married women changing their names as a kind of madness.  That tradition remains strongly ingrained in society, however, and the freedom to reject it comes with social costs.
Law professor Elizabeth Emens notes that although cases such as Kruzel v Podell and Dunn v Palermo established in 1975 that a married woman may legally decline to become ""Mrs. His Name"" (a term used by psychologist Jean M. Twenge), it is still customary for children's surnames to be conferred patrilinearly.  Hence, a prospective bride faces a dilemma of symbolic identity; she may either retain her nominal connection to her parents and past self or create a nominal connection to her husband and future children.  Meanwhile, Emens continues, ""her husband has the same name as his parents and his child and thus continuity across all three generations of his family.""  Alternatively, a woman might attempt to bridge both worlds through hyphenation, by which ""she alone bears the hassle of all the computer forms that apparently can't accommodate such a name, and the people who can't seem to remember it, and the people who think she's constantly trying to make a point about her independence.""
Other disadvantages are associated with societally atypical naming choices.  These difficulties range from the mild, like eliciting confusion when introducing oneself, to the more egregious, such as a woman whose new neighbors would not believe she and her husband were truly married.  Men also experience social backlash if they choose to adopt or incorporate their wives' names, such as movie reviewer Sam Van Hallgren, who acquired the ""Van"" from Carrie Van Deest.  Those cases are rare, however; thus, it is women who primarily endure these kinds of burdens.
Nevertheless, there are some who see the issue differently.  In a 1996 Good Housekeeping article, Peggy Noonan advocates for the value of name changing as reflecting the couple's commitment to marriage.  In particular, she writes that the typical ""bride in her 20s grew up in the Age of Divorce"" and that ""[t]his bride and her husband…may have fewer misconceptions than their parents about how important freedom and self-actualization are.  They may think other things are more important.""  Noonan goes on to suggest that ""for these brides, taking their husbands' names is a declaration not only of intention, but of faith…faith in yourself and your spouse.""  Noonan ends her article by applauding the trend of more couples choosing to share a married surname.
Emens criticizes this stance.  As she argues, equating commitment to marriage with a woman's willingness to change her name makes sense ""only when there is no realistic possibility of him or both changing"" to create a shared surname.  Legal scholar Kelly Snyder faults an argument from Laura Dawn Lewis on similar grounds, observing: ""It is unclear why these [reasons] should explain a woman's choice to change her name, but not a man's.""  Like Emens, Snyder stresses the importance of name to a person's sense of self as well as the legal inequities surrounding traditional marital naming.  In her view, the best way to promote a woman's freedom to make a genuine choice about her name is to facilitate men's ability to change names when marrying.  If men no longer face arduous legal and social challenges to changing their own names, then the idea of a woman doing so will no longer be seen as the natural default position.",Critical Analysis & Reasoning Skills,6,Social Sciences
68,Passage Title: Wabi-Cha: The Way of Tea,"The traditional tea ceremony evolved from multiple strands of Japanese culture.  Variously referred to as ""chanoyu,"" ""sado,"" or ""chado,"" meaning ""the way of tea,"" the ceremony is a highly codified and choreographed performance in which tea—typically a ground green variety known as ""matcha""—is prepared and presented to guests by a host.  The tea ceremony is practiced to promote the harmony of nature and humanity as well as to discipline the mind and calm the heart of those who seek enlightenment.
During the ninth century, a Buddhist monk named Eichu brought green tea to Japan from China, where it had already been cultivated for more than 1,000 years and used by monks to facilitate meditation.  Earlier in the century, the Chinese master Lu Yu had composed a treatise on the cultivation and preparation of tea called Cha Jing, or The Classic of Tea.  This treatise was heavily influenced by Buddhist ideas, which then impacted the development of the Japanese tea ceremony.  Toward the end of the twelfth century, another Japanese monk, Myoan Eisai, traveled to China to study philosophy and religion, returning with the seeds of green tea plants.  Eisai went on to build the first Zen Buddhist temple in his native land and was the first of his nation to cultivate tea purely for religious purposes.
A tea culture, or ""teaism,"" in Japan was initially popular with the ruling class, and the samurai adopted it as a status symbol.  Indeed, the tea ceremony was in its origins closely entwined with the political elite of the country; by the fifteenth century, however, it had begun to spread to all classes.  Murata Shuko, known as ""the father of the tea ceremony,"" had been largely responsible for moving the tea ceremony away from the political to become more ""transformative"" or spiritual in nature.  For instance, he greatly enhanced the simplicity of its presentation, making tea ceremonies less formal and more intimate.  Gatherings now took place in smaller tearooms or secluded teahouses rather than luxurious salons.
It was the famous tea master Sen no Rikyu who later elevated the tea ceremony to a virtual art form and codified its performance.  This meant that every action and gesture on the part of the preparer—using the kettle, gazing at the teacup, measuring the tea powder into a cup—constituted a procedure to be performed in a prescribed manner.  Even the actions of the guests evolved to become scripted in a precise ritual.  Rikyu's teachings fostered the development of the way of tea based on four cardinal principles—harmony, respect, purity, and tranquility—which were meant to be incorporated into the daily life of the tea practitioner.
Chiefly through the efforts of Shuko and Rikyu, the tea ceremony took on a distinctive artistic character and became known as wabi-cha.  The term ""wabi,"" or often ""wabi-sabi,"" refers to the quintessential Japanese aesthetic founded upon the three Buddhist marks of existence: impermanence, suffering, and emptiness.  Unlike the standard concept of beauty in the West that favors symmetry, proportion, and static perfection, wabi-sabi embraces the imperfect and celebrates the transient.  It exalts the rustic and the humble as exemplified by the pottery used in the tea ceremony, which is typically crude, ordinary looking, and even asymmetrical.  Moreover, it is thought that a chip or crack, and even the general wear and tear of repeated use, renders such objects more interesting and, hence, more aesthetically pleasing.  Outdoors, such beauty is found in the fleeting color of autumn leaves and the patina that forms on roof tiles after exposure to the elements.  The simplicity, humility, and naturalism epitomized by wabi-sabi thus became the hallmarks of the way of tea.",Critical Analysis & Reasoning Skills,5,Humanities
69,Passage Title: Lengthening the School Day,"There may be reasons to reject the idea of lengthening the school day.  None of them, however, are good reasons.  Rather, the supposed demerits of such a proposal fall easily in the face of its numerous financial and social benefits for families.
The greatest of these benefits lies in reducing the need for childcare.  It is a curious fact of American life that the adult's work schedule and the child's school schedule are misaligned.  Children rise with the sun to head to classes, only to be sent home again hours before parents return from their jobs.  In a society where, more often than not, both parents work, this discordance creates the need for an expensive arrangement to fill the gap in families' routines.  For instance, studies show that in 2016, childcare costs accounted for 9.5 to 17.5 percent of median family income, depending on the state.  Today, 40 percent of families nationwide spend over 15 percent of their income on childcare.  Transportation to and from care sites only adds to that expense.
An additional advantage of an extended school day would be to allow for greater diversity and depth in curricula.  Schools across the country have increasingly cut instruction in arts, music, and physical education (as well as recess) in order to meet objectives in reading and math.  While this unfortunate state of affairs can be partially blamed on overzealous attention to standardized tests, it points to the larger deleterious trend of narrowing students' instruction.  With a longer school day, such eliminated subjects can be restored, enriching students with a more well-rounded education.
To this proposal, however, critics may object that the added time would impose strain on educators.  Can we truly ask schoolteachers—already among the most overworked individuals in society—to endure even more hours in the classroom?  The answer is that a lengthened school day need not distress teachers nor add to their already cumbersome workload.  By providing for additional areas of study in the arts and humanities, the extension would give schools cause to hire new, perhaps specialized, faculty to offer these courses.  Moreover, the time could also be allocated to sports, academic clubs, and other extracurricular activities.
However, this point speaks to another objection, namely, the cost of adjusting the school day.  Whether through paying current teachers more or hiring new ones, implementing such a proposal would entail a significant financial expenditure.  There are at least two responses to this line of thinking.  First is that this increase in the cost of schooling would be offset and likely surpassed by the aforementioned savings in childcare.  Thus, while it is true that schools would require greater funding (likely necessitating higher property taxes), parents would ultimately pay the same or less overall, with greater educational opportunities for their children and fewer transportational burdens.  Second is that schools should be better funded regardless.  Recently, some schools—especially those in rural areas—have even reduced school weeks to only four days as a cost-saving measure.  It is beyond dispute that schools across the board both need and deserve a radically increased investment from citizens.  Lengthening the school day is simply one manifestation of how such funding should be utilized.
With this one change, states can coordinate the lives of parents and children, reduce the need for costly childcare, and expand curricular offerings.  These worthy and desirable aims provide a clear justification for extending the school day.",Critical Analysis & Reasoning Skills,6,Social Sciences
70,Passage Title: Frost and Cummings,"At the forefront of the modernist poetry movement were T. S. Eliot, Wallace Stevens, and others, such as Ezra Pound, whose injunction, ""Make it new!"" characterized their artistic approach.  Hindered by the same internal conflict plaguing many intellectuals within the cultural upheavals of the time, these poets felt, on one level, that old linguistic certainties had evaporated and new forms must be embraced.  Yet many of them, particularly the later modernist poets, maintained a sentimental attachment to all that had been lost from the cultural certitude of earlier eras, their despondency reflected in much of their work.  At the periphery of the movement were E. E. Cummings and Robert Frost, who were named among modernist poets largely for the chronological classification of their poetry and not necessarily for their style or means of artistic production.
A self-titled ""poet"" and ""painter,"" Cummings was beyond his time in his efforts to innovate.  He would become well known for his erratic applications of punctuation and syntax, and, later, for his visual configurations of words.  Much of Cummings' writing also used idiosyncratic similes and metaphors.  This style, which later evolved to include symbolism and allegory, caused even some of the most progressive modernists to dismiss his work as eccentric, self-indulgent, and lacking depth.  However, as a quintessential dissenter, Cummings remained unaffected by the reactions of his contemporaries and focused more on creating a graphic effect with words.
To Cummings, the artist was not one who discerns or describes, but one who feels.  He often contrasted the ""doing"" of others—scientists in particular—to the ""being"" of the artist.  Compared to what he defined as the ""nonartist,"" Cummings held that the artist must be original, self-reliant, and free to live according to his or her own truth.  For Cummings, this meant disentanglement from any shackles of societal standards, ranging from the man-made notions of reality and reason to traditional literary conventions.
Contrarily, Frost believed that a true poet could—and should—achieve poetic excellence without resorting to what he described as the ""new ways of being new.""  Consequently, his poetry was composed of ordinary sounds that derived from conventional language.  Although many contemporary critics dismissed his work as overly simplistic, or ""too near the level of talk,"" Frost remained unperturbed by such views, holding that poetry sprang from the natural intonations of a person's voice and should remain true to traditional forms.
Frost claimed that ""a poem begins with delight, it inclines to the impulse, it assumes direction with the first line laid down.""  This conception of a poem led Frost to elucidate that, behind the scenes, the poet must always approach writing intimately and organically, allowing the words to originate seamlessly from ""a lump in the throat, a homesickness, a loneliness.""  Provoking both poet and reader to recollect an oft-distant truth lingering in some obscure region of the brain, this practice culminates in wisdom that may be profound or just a momentary reprieve from the world.
Uncompromising and not always popular, Frost and Cummings nevertheless mingled with the literary elite and developed long-term acquaintances with Ezra Pound, who especially championed Frost's literary career.  Each shared with other modernist poets an opposition to the scientific rationalism and commercialist vulgarity that had infiltrated Western culture after the Industrial Revolution.  Yet both poets also continued to exhibit a commitment to the role of nonconformist and favored aspects of the Romantic poetry movement—namely, the significance of the individual's experience and the rejection of societal scrutiny—over the tormenting self-doubt that had beset their peers.  Thus, even in an age defined by its pure and absolute originality, Frost and Cummings occupied unique positions within the modernist poetry movement.",Critical Analysis & Reasoning Skills,5,Humanities
71,"Passage Title: ""The Inkblots""","For almost 100 years now, the psychological evaluation known as the Rorschach Inkblot Test has engendered much controversy, including skepticism about its value, questions about its scoring, and, especially, criticism of its interpretive methods as too subjective.  Thus, the Rorschach test, which emerged from the same early twentieth-century zeitgeist that produced Einstein's physics, Freudian psychoanalysis, and abstract art, seems one of modernity's most misbegotten children.  Destined never to be completely accepted or discredited, the test remains a perennial outlier in its field.  Nevertheless, the inkblots' mystery and aesthetic appeal have caused them to be indelibly printed on our cultural fabric.
The now iconic inkblots were introduced to the world by Swiss psychiatrist Hermann Rorschach in his 1921 book Psychodiagnostics.  As both director of the Herisau Asylum in Switzerland and an amateur artist, Rorschach was uniquely positioned to wed the new practice of psychoanalysis to the budding phenomenon of abstract art.  For instance, reading Freud's work on dream symbolism prompted him to recall his childhood passion for a game based on inkblot art called Klecksographie.  He was also cognizant that in a recently published dissertation, his colleague Szymon Hens had used inkblots to try to probe the imagination of research subjects; moreover, a few years earlier, the French psychologist and father of intelligence testing Alfred Binet had used them to measure creativity.
Motivated by these developments, the Herisau director decided to revisit that childhood pastime that had awakened his curiosity about how visual information is processed.  In particular, he wondered why different people saw different things in the same image.  Traditionally, psychoanalysts had relied on language for insights; however, as biographer Damion Searls reports, Rorschach's theories would exemplify the principle that ""who we are is a matter less of what we say than of what we see.""  Indeed, through a process of perception termed pareidolia, the mind projects meaning onto images, detecting in them familiar objects or shapes.  Consequently, what a person sees in an image reveals more about that person than about the image itself.
Rorschach experimented with countless inkblots, eventually selecting ten—five black on white, two also featuring some red, and three pastel-colored—to use with research subjects.  For these perfectly symmetrical images—each of which he was said to have ""meticulously designed to be as ambiguous and 'conflicted' as possible""—the primary question was always ""What do you see?""  Rorschach was especially careful to note how much attention individuals paid to various components of each inkblot (such as form, color, and a sense of movement) and whether they concentrated on details or the whole image.  Having observed that his patients with schizophrenia gave distinctly different responses from the control group, Rorschach envisioned his experiment as a diagnostic tool for the disease.  Nevertheless, he resisted the notion that its results could be used to assess personality.  In fact, until his untimely death from a ruptured appendix in 1922, Rorschach referred to his project as an ""interpretive form experiment"" rather than a test.  Ironically, however, by the 1960s, the Rorschach Inkblot Test was known chiefly as a personality assessment and had become the most frequently administered projective personality test in the US.
Rorschach's test has survived nearly incessant scrutiny, including a 2013 comprehensive study of all Rorschach test data and repeated revisions to its scoring, yet doubts about its validity and reliability persist.  Much like the inkblots themselves—which tantalize us with the possibility of divulging the secrets of who we are and how we see the world—the test has (for better or worse) defied attempts to fix its meaning.  Thus, what has been called ""the twentieth century's most visionary synthesis of art and science"" stands tempered by harsh criticism.",Critical Analysis & Reasoning Skills,4,Social Sciences
72,Passage Title: Writer's Block,"For many who dare to wield the pen, writer's block is not just an occupational hazard but a symptom of a far deeper malaise.  In the early nineteenth century, poets with Romantic proclivities equated creativity with an unseen and uncontrollable force that, like a fickle wind, either infused the writer or passed him by.  As the twentieth century approached, Symbolist poets who suffered verbal paralysis tended to blame their silence on the inadequacies of language itself.  They struggled, says one researcher, with ""how to get past its vague, cliché-crammed character and arrive at the nature of experience.""  Whatever its cause, a blockage's outcome is unpredictable: in 1874, the precocious Arthur Rimbaud, then age 20, ceased versifying altogether, while fellow Symbolist poet Paul Valéry deserted the métier for two decades.
But perhaps no one has delineated the ubiquitous writer's malady with more pathos than Viennese poet and dramatist Hugo von Hofmannsthal in his 1902 Ein Brief (A Letter).  This short but dense fictional work takes the form of an early seventeenth-century missive addressed to English philosopher and scientist Sir Francis Bacon.  Its imaginary author, a perturbed, twenty-six-year-old poet named Lord Philip Chandos, bemoans two years elapsed without writing.  Nostalgically he ponders the prelapsarian condition of ""continuous intoxication"" he once enjoyed: ""I conceived the whole of existence as one great unit: the spiritual and physical worlds seemed to form no contrast…and in everything I felt the presence of Nature.""
From these lofty heights, the previously prolific writer descended by stages into what he calls ""this extreme of despondency and feebleness [that is] now the permanent condition of my inner self.""  First, he found himself unable to discuss philosophy or morality because ""the abstract terms of which the tongue must avail itself…crumbled in my mouth like moldy mushrooms.""  Next, a disturbingly heightened consciousness, together with a fragmented sense of self, made expressing opinions or judgments in ordinary conversation nearly impossible.  As Chandos explains, he began to see everything that such conversations entailed ""from an uncanny closeness.""  Soon he discovered that ""everything disintegrated into parts; no longer would anything let itself be encompassed by one idea.""  Gradually, all language seemed to betray the poet: ""Single words floated round me; they congealed into eyes which stared at me and into which I was forced to stare back—whirlpools which gave me vertigo, and, reeling incessantly, led into the void.""
Even as abstract ideas eluded the effete poet, so did spiritual thoughts.  As Chandos laments to his distinguished addressee, ""I have been leading an existence which I fear you can hardly imagine, so lacking in spirit and thought is its flow.""  Although terrifyingly deficient, this condition was still ""not utterly bereft of gay and stimulating moments.""  In such instances, Chandos observes, a familiar object ""can suddenly…assume for me a character so exalted…that words seem too poor to describe it.""  But these moments overwhelmed him, ultimately failing to mitigate his linguistic plight or redeem ""a life of barely believable vacuity.""  His thinking waxed ""feverish,"" seeming to move through ""a medium more immediate, more liquid, more flowing than words.""  Finally, the erstwhile writer admits that, barring the emergence of a different kind of language, he will never write another book.
Hofmannsthal's poignant epistle portended a crisis of language so common among writers in the first half of the twentieth century it led Austrian psychoanalyst Edmund Bergler to coin the term ""writer's block"" in 1947.  Ein Brief also epitomized Hofmannsthal's own estrangement from his craft as three years earlier the muse had forsaken this poetic prodigy.  However, for Hofmannsthal, unlike the fictional Chandos or the real-life Rimbaud, rehabilitation followed inhibition: he would eventually win renown as the chief librettist of opera composer Richard Strauss.",Critical Analysis & Reasoning Skills,4,Humanities
